,G1000116,M1004271,M0001227,M0000612,S0059843,S0059744,M0000185,M0000271
2013-01-11,100.5579,4.4584,-1.94,2.5,4.5484,2.8648,6.2712,79.55
2013-01-14,100.5579,4.4684,-1.94,2.5,4.5084,2.8361,6.2695,79.49
2013-01-15,100.5579,4.4634,-1.94,2.5,4.4984,2.7995,6.2691,79.73
2013-01-16,100.5579,4.465,-1.94,2.5,4.4784,2.811,6.2745,79.79
2013-01-17,100.5579,4.4601,-1.94,2.5,4.4748,2.8111,6.2767,79.67
2013-01-18,100.5579,4.4426,-1.94,2.5,4.3631,2.7811,6.2752,80.05
2013-01-21,100.5579,4.4301,-1.94,2.5,4.3296,2.8002,6.279,80.04
2013-01-22,100.5579,4.4086,-1.94,2.5,4.2899,2.7902,6.2796,79.85
2013-01-23,100.5579,4.4,-1.94,2.5,4.3036,2.8373,6.2762,79.91
2013-01-24,100.5579,4.4101,-1.94,2.5,4.3276,2.8383,6.2783,79.97
2013-01-25,100.5579,4.4102,-1.94,2.5,4.3526,2.834,6.2805,79.75
2013-01-28,100.5579,4.4252,-1.94,2.5,4.3742,2.8495,6.2818,79.79
2013-01-29,100.5579,4.4177,-1.94,2.5,4.4157,2.8226,6.2851,79.53
2013-01-30,100.5579,4.4252,-1.94,2.5,4.3902,2.8091,6.2806,79.26
2013-01-31,100.6341,4.4176,-1.64,2.0305,4.3942,2.8047,6.2795,79.24
2013-02-01,100.6341,4.4127,-1.64,2.0305,4.3895,2.8064,6.2819,79.21
2013-02-04,100.6341,4.4128,-1.64,2.0305,4.4095,2.7824,6.286,79.57
2013-02-05,100.6341,4.3952,-1.64,2.0305,4.3895,2.7709,6.285,79.52
2013-02-06,100.6341,4.3952,-1.64,2.0305,4.3845,2.7869,6.2881,79.76
2013-02-07,100.6341,4.3927,-1.64,2.0305,4.3441,2.7883,6.2898,80.22
2013-02-08,100.6341,4.3805,-1.64,2.0305,4.3211,2.7658,6.2793,80.23
2013-02-11,100.6341,4.3805,-1.64,2.0305,4.3211,2.7658,6.2793,80.36
2013-02-12,100.6341,4.3805,-1.64,2.0305,4.3211,2.7658,6.2793,80.04
2013-02-13,100.6341,4.3805,-1.64,2.0305,4.3211,2.7658,6.2793,80.07
2013-02-14,100.6341,4.3805,-1.64,2.0305,4.3211,2.7658,6.2793,80.37
2013-02-15,100.6341,4.3805,-1.64,2.0305,4.3211,2.7658,6.2793,80.46
2013-02-16,100.6341,4.3822,-1.64,2.0305,4.311,2.7161,6.2793,80.46
2013-02-17,100.6341,4.3807,-1.64,2.0305,4.2895,2.7117,6.2793,80.46
2013-02-18,100.6341,4.3809,-1.64,2.0305,4.2432,2.722,6.2816,80.65
2013-02-19,100.6341,4.3756,-1.64,2.0305,4.2232,2.7091,6.2821,80.47
2013-02-20,100.6341,4.3596,-1.64,2.0305,4.1932,2.6929,6.2804,81.04
2013-02-21,100.6341,4.3591,-1.64,2.0305,4.1632,2.7059,6.2846,81.37
2013-02-22,100.6341,4.3486,-1.64,2.0305,4.1366,2.7107,6.2871,81.46
2013-02-25,100.6341,4.3372,-1.64,2.0305,4.1266,2.7199,6.2892,81.8
2013-02-26,100.6341,4.341,-1.64,2.0305,4.1966,2.7862,6.2856,81.84
2013-02-27,100.6341,4.3486,-1.64,2.0305,4.1966,2.7528,6.2842,81.54
2013-02-28,100.6873,4.3639,-1.63,3.2198,4.1986,2.7612,6.2779,81.96
2013-03-01,100.6873,4.3609,-1.63,3.2198,4.2036,2.7727,6.2798,82.27
2013-03-04,100.6873,4.3509,-1.63,3.2198,4.1936,2.7727,6.2822,82.18
2013-03-05,100.6873,4.3406,-1.63,3.2198,4.2236,2.7656,6.2797,82.03
2013-03-06,100.6873,4.3458,-1.63,3.2198,4.2235,2.7639,6.2745,82.57
2013-03-07,100.6873,4.3408,-1.63,3.2198,4.2237,2.7645,6.2785,82.08
2013-03-08,100.6873,4.3436,-1.63,3.2198,4.1961,2.7675,6.2719,82.74
2013-03-11,100.6873,4.3486,-1.63,3.2198,4.2361,2.7719,6.2769,82.57
2013-03-12,100.6873,4.336,-1.63,3.2198,4.2658,2.7669,6.2746,82.6
2013-03-13,100.6873,4.3566,-1.63,3.2198,4.2958,2.7659,6.2726,82.9
2013-03-14,100.6873,4.3578,-1.63,3.2198,4.3292,2.7687,6.2752,82.58
2013-03-15,100.6873,4.3664,-1.63,3.2198,4.3227,2.7503,6.2723,82.14
2013-03-18,100.6873,4.3656,-1.63,3.2198,4.3527,2.7594,6.2741,82.62
2013-03-19,100.6873,4.3656,-1.63,3.2198,4.3627,2.7514,6.2758,83.03
2013-03-20,100.6873,4.3587,-1.63,3.2198,4.3534,2.7441,6.2716,82.83
2013-03-21,100.6873,4.3663,-1.63,3.2198,4.3538,2.7341,6.2731,82.85
2013-03-22,100.6873,4.3589,-1.63,3.2198,4.3787,2.7341,6.2711,82.37
2013-03-25,100.6873,4.3613,-1.63,3.2198,4.3566,2.7221,6.2692,82.93
2013-03-26,100.6873,4.354,-1.63,3.2198,4.3368,2.7121,6.2715,82.89
2013-03-27,100.6873,4.353,-1.63,3.2198,4.3156,2.6879,6.2727,83.21
2013-03-28,100.6873,4.3412,-1.63,3.2198,4.3085,2.6855,6.2742,83.0
2013-03-29,100.6873,4.3413,-1.63,3.2198,4.2985,2.679,6.2689,82.99
2013-03-31,100.7295,4.3413,-1.92,2.0696,4.2985,2.679,6.2689,82.99
2013-04-01,100.7295,4.3213,-1.92,2.0696,4.2916,2.6799,6.2674,82.73
2013-04-02,100.7295,4.2914,-1.92,2.0696,4.2788,2.6716,6.2586,82.89
2013-04-03,100.7295,4.2715,-1.92,2.0696,4.2573,2.6741,6.2609,82.76
2013-04-04,100.7295,4.2715,-1.92,2.0696,4.2573,2.6741,6.2609,82.72
2013-04-05,100.7295,4.2715,-1.92,2.0696,4.2573,2.6741,6.2609,82.56
2013-04-07,100.7295,4.2415,-1.92,2.0696,4.2315,2.6702,6.2609,82.56
2013-04-08,100.7295,4.2216,-1.92,2.0696,4.2274,2.6432,6.265,82.71
2013-04-09,100.7295,4.2017,-1.92,2.0696,4.2069,2.6421,6.2639,82.39
2013-04-10,100.7295,4.1939,-1.92,2.0696,4.1956,2.6504,6.2548,82.49
2013-04-11,100.7295,4.1989,-1.92,2.0696,4.2086,2.6575,6.2578,82.25
2013-04-12,100.7295,4.2044,-1.92,2.0696,4.2012,2.679,6.2506,82.1
2013-04-15,100.7295,4.1819,-1.92,2.0696,4.1869,2.6636,6.2454,82.3
2013-04-16,100.7295,4.1541,-1.92,2.0696,4.1468,2.6719,6.2408,81.83
2013-04-17,100.7295,4.152,-1.92,2.0696,4.1451,2.7085,6.2342,82.65
2013-04-18,100.7295,4.1584,-1.92,2.0696,4.1719,2.7585,6.2416,82.56
2013-04-19,100.7295,4.1727,-1.92,2.0696,4.2019,2.8663,6.2395,82.75
2013-04-22,100.7295,4.1972,-1.92,2.0696,4.324,2.8898,6.2415,82.65
2013-04-23,100.7295,4.2005,-1.92,2.0696,4.3899,2.8495,6.236,83.0
2013-04-24,100.7295,4.1969,-1.92,2.0696,4.3757,2.8243,6.2384,82.95
2013-04-25,100.7295,4.1771,-1.92,2.0696,4.3697,2.8311,6.23,82.78
2013-04-26,100.7295,4.1674,-1.92,2.0696,4.3597,2.8162,6.2208,82.49
2013-04-27,100.7295,4.1625,-1.92,2.0696,4.3398,2.7905,6.2208,82.49
2013-04-28,100.7295,4.1627,-1.92,2.0696,4.3299,2.7842,6.2208,82.49
2013-04-29,100.7295,4.1627,-1.92,2.0696,4.3299,2.7842,6.2208,82.14
2013-04-30,100.7663,4.1627,-2.62,2.3861,4.3299,2.7842,6.2208,81.72
2013-05-01,100.7663,4.1627,-2.62,2.3861,4.3299,2.7842,6.2208,81.62
2013-05-02,100.7663,4.1546,-2.62,2.3861,4.2933,2.7768,6.2082,82.23
2013-05-03,100.7663,4.1668,-2.62,2.3861,4.2602,2.7759,6.2152,82.08
2013-05-06,100.7663,4.1718,-2.62,2.3861,4.2395,2.8008,6.2114,82.33
2013-05-07,100.7663,4.1635,-2.62,2.3861,4.2235,2.8052,6.2083,82.28
2013-05-08,100.7663,4.1635,-2.62,2.3861,4.2106,2.8329,6.198,81.9
2013-05-09,100.7663,4.1585,-2.62,2.3861,4.2267,2.833,6.1925,82.68
2013-05-10,100.7663,4.1587,-2.62,2.3861,4.2083,2.8305,6.2016,83.1
2013-05-13,100.7663,4.1526,-2.62,2.3861,4.1888,2.8416,6.2072,83.2
2013-05-14,100.7663,4.1308,-2.62,2.3861,4.2027,2.8412,6.2035,83.62
2013-05-15,100.7663,4.1199,-2.62,2.3861,4.1982,2.8298,6.207,83.79
2013-05-16,100.7663,4.1141,-2.62,2.3861,4.2109,2.8459,6.2096,83.74
2013-05-17,100.7663,4.1137,-2.62,2.3861,4.2127,2.8622,6.1997,84.21
2013-05-20,100.7663,4.1137,-2.62,2.3861,4.2412,2.8653,6.1998,83.82
2013-05-21,100.7663,4.1237,-2.62,2.3861,4.2536,2.8812,6.1911,83.84
2013-05-22,100.7663,4.1138,-2.62,2.3861,4.2369,2.8714,6.1904,84.29
2013-05-23,100.7663,4.1138,-2.62,2.3861,4.252,2.8649,6.1947,83.75
2013-05-24,100.7663,4.112,-2.62,2.3861,4.2551,2.8673,6.1867,83.65
2013-05-27,100.7663,4.112,-2.62,2.3861,4.2376,2.8655,6.1811,83.64
2013-05-28,100.7663,4.0981,-2.62,2.3861,4.2422,2.8609,6.1818,84.26
2013-05-29,100.7663,4.107,-2.62,2.3861,4.2422,2.861,6.1856,83.62
2013-05-30,100.7663,4.1126,-2.62,2.3861,4.2244,2.8609,6.182,83.0
2013-05-31,100.8094,4.116,-2.87,2.0981,4.2428,2.8682,6.1796,83.27
2013-06-03,100.8094,4.1261,-2.87,2.0981,4.2474,2.8714,6.1806,82.67
2013-06-04,100.8094,4.1337,-2.87,2.0981,4.2874,2.8812,6.1735,82.75
2013-06-05,100.8094,4.1337,-2.87,2.0981,4.2995,2.9112,6.1757,82.56
2013-06-06,100.8094,4.1337,-2.87,2.0981,4.4491,2.9362,6.1737,81.62
2013-06-07,100.8094,4.1508,-2.87,2.0981,4.5549,3.0309,6.162,81.69
2013-06-08,100.8094,4.1608,-2.87,2.0981,4.6116,3.1007,6.162,81.69
2013-06-09,100.8094,4.1558,-2.87,2.0981,4.5588,3.0844,6.162,81.69
2013-06-10,100.8094,4.1558,-2.87,2.0981,4.5588,3.0844,6.162,81.7
2013-06-11,100.8094,4.1558,-2.87,2.0981,4.5588,3.0844,6.162,81.07
2013-06-12,100.8094,4.1558,-2.87,2.0981,4.5588,3.0844,6.162,80.93
2013-06-13,100.8094,4.1609,-2.87,2.0981,4.6252,3.0859,6.1612,80.7
2013-06-14,100.8094,4.1909,-2.87,2.0981,4.628,3.1024,6.1607,80.61
2013-06-17,100.8094,4.2005,-2.87,2.0981,4.7611,3.1,6.1598,80.65
2013-06-18,100.8094,4.2019,-2.87,2.0981,4.9085,3.1509,6.1651,80.67
2013-06-19,100.8094,4.2249,-2.87,2.0981,5.0493,3.2606,6.1677,81.31
2013-06-20,100.8094,4.4,-2.87,2.0981,5.5144,3.5606,6.1698,81.77
2013-06-21,100.8094,4.34,-2.87,2.0981,5.533,3.6106,6.1766,82.41
2013-06-24,100.8094,4.3468,-2.87,2.0981,5.768,3.6504,6.1807,82.44
2013-06-25,100.8094,4.3168,-2.87,2.0981,5.7876,3.6504,6.1767,82.61
2013-06-26,100.8094,4.2511,-2.87,2.0981,5.5435,3.5738,6.1779,82.95
2013-06-27,100.8094,4.2011,-2.87,2.0981,5.4397,3.4463,6.1797,82.96
2013-06-28,100.8094,4.1909,-2.87,2.0981,5.3882,3.4812,6.1787,83.18
2013-06-30,100.8571,4.1909,-2.7,2.6684,5.3882,3.4812,6.1787,83.18
2013-07-01,100.8571,4.1809,-2.7,2.6684,5.3418,3.4706,6.1805,83.02
2013-07-02,100.8571,4.1802,-2.7,2.6684,5.2418,3.3721,6.1773,83.53
2013-07-03,100.8571,4.1759,-2.7,2.6684,5.1353,3.4212,6.1803,83.21
2013-07-04,100.8571,4.1727,-2.7,2.6684,4.8853,3.3912,6.1755,83.77
2013-07-05,100.8571,4.1614,-2.7,2.6684,4.7735,3.3716,6.179,84.44
2013-07-08,100.8571,4.1711,-2.7,2.6684,4.7935,3.3916,6.1807,84.22
2013-07-09,100.8571,4.1831,-2.7,2.6684,4.8029,3.4016,6.173,84.6
2013-07-10,100.8571,4.2131,-2.7,2.6684,4.8329,3.5001,6.1652,83.25
2013-07-11,100.8571,4.2631,-2.7,2.6684,4.8729,3.5001,6.1599,82.74
2013-07-12,100.8571,4.2931,-2.7,2.6684,4.9229,3.5006,6.1631,82.93
2013-07-15,100.8571,4.2931,-2.7,2.6684,4.9729,3.4998,6.1663,83.08
2013-07-16,100.8571,4.3431,-2.7,2.6684,4.9929,3.4299,6.1692,82.5
2013-07-17,100.8571,4.3831,-2.7,2.6684,5.0429,3.4345,6.1652,82.65
2013-07-18,100.8571,4.3831,-2.7,2.6684,5.1629,3.4544,6.172,82.78
2013-07-19,100.8571,4.393,-2.7,2.6684,5.1629,3.4624,6.1751,82.61
2013-07-22,100.8571,4.4089,-2.7,2.6684,5.1929,3.5248,6.1721,82.23
2013-07-23,100.8571,4.4489,-2.7,2.6684,5.2429,3.5503,6.1702,82.01
2013-07-24,100.8571,4.4689,-2.7,2.6684,5.3229,3.5746,6.1695,82.27
2013-07-25,100.8571,4.4219,-2.7,2.6684,5.3529,3.5107,6.1759,81.79
2013-07-26,100.8571,4.4096,-2.7,2.6684,5.3029,3.5034,6.172,81.65
2013-07-29,100.8571,4.4096,-2.7,2.6684,5.3329,3.5128,6.1705,81.71
2013-07-30,100.8571,4.4096,-2.7,2.6684,5.2889,3.5,6.177,81.84
2013-07-31,100.8898,4.4096,-2.27,2.6741,5.2966,3.4908,6.1788,81.67
2013-08-01,100.8898,4.4032,-2.27,2.6741,5.244,3.4347,6.1778,82.36
2013-08-02,100.8898,4.39,-2.27,2.6741,5.1634,3.3938,6.1817,81.92
2013-08-05,100.8898,4.395,-2.27,2.6741,5.1834,3.419,6.1767,81.84
2013-08-06,100.8898,4.405,-2.27,2.6741,5.2434,3.4047,6.1753,81.62
2013-08-07,100.8898,4.422,-2.27,2.6741,5.3234,3.4069,6.1726,81.27
2013-08-08,100.8898,4.4882,-2.27,2.6741,5.3734,3.4271,6.1703,81.02
2013-08-09,100.8898,4.5335,-2.27,2.6741,5.3734,3.4333,6.1668,81.12
2013-08-12,100.8898,4.5531,-2.27,2.6741,5.3934,3.4479,6.1665,81.45
2013-08-13,100.8898,4.6531,-2.27,2.6741,5.3734,3.4837,6.1705,81.77
2013-08-14,100.8898,4.6731,-2.27,2.6741,5.3979,3.5373,6.172,81.71
2013-08-15,100.8898,4.7208,-2.27,2.6741,5.4779,3.5541,6.1696,81.14
2013-08-16,100.8898,4.7297,-2.27,2.6741,5.4699,3.6041,6.1666,81.29
2013-08-19,100.8898,4.7648,-2.27,2.6741,5.4699,3.6241,6.169,81.27
2013-08-20,100.8898,4.8548,-2.27,2.6741,5.5099,3.6241,6.1697,80.94
2013-08-21,100.8898,4.8548,-2.27,2.6741,5.5299,3.6341,6.1675,81.32
2013-08-22,100.8898,4.8674,-2.27,2.6741,5.5649,3.6436,6.1698,81.49
2013-08-23,100.8898,4.8174,-2.27,2.6741,5.5549,3.6435,6.171,81.36
2013-08-26,100.8898,4.7874,-2.27,2.6741,5.5549,3.6212,6.168,81.39
2013-08-27,100.8898,4.7374,-2.27,2.6741,5.5349,3.6215,6.1688,81.14
2013-08-28,100.8898,4.7674,-2.27,2.6741,5.5346,3.6235,6.1667,81.43
2013-08-29,100.8898,4.7928,-2.27,2.6741,5.5246,3.6086,6.169,81.97
2013-08-30,100.8898,4.7828,-2.27,2.6741,5.5046,3.6186,6.1709,82.04
2013-08-31,100.9209,4.7828,-1.62,2.5666,5.5046,3.6186,6.1709,82.04
2013-09-02,100.9209,4.7852,-1.62,2.5666,5.5146,3.6173,6.1702,82.24
2013-09-03,100.9209,4.8352,-1.62,2.5666,5.4882,3.6173,6.1718,82.39
2013-09-04,100.9209,4.8432,-1.62,2.5666,5.4882,3.598,6.1729,82.18
2013-09-05,100.9209,4.8552,-1.62,2.5666,5.4738,3.6055,6.1696,82.64
2013-09-06,100.9209,4.8802,-1.62,2.5666,5.4824,3.6012,6.1728,82.15
2013-09-09,100.9209,4.8602,-1.62,2.5666,5.4624,3.6106,6.1642,81.83
2013-09-10,100.9209,4.8502,-1.62,2.5666,5.4429,3.6106,6.1612,81.83
2013-09-11,100.9209,4.8702,-1.62,2.5666,5.4423,3.6106,6.1601,81.51
2013-09-12,100.9209,4.9099,-1.62,2.5666,5.4523,3.5906,6.1575,81.51
2013-09-13,100.9209,4.8949,-1.62,2.5666,5.502,3.6106,6.1578,81.52
2013-09-16,100.9209,4.885,-1.62,2.5666,5.527,3.5906,6.1554,81.27
2013-09-17,100.9209,4.8652,-1.62,2.5666,5.5698,3.5906,6.1571,81.14
2013-09-18,100.9209,4.8599,-1.62,2.5666,5.5898,3.5906,6.1557,80.23
2013-09-19,100.9209,4.8599,-1.62,2.5666,5.5898,3.5906,6.1557,80.38
2013-09-20,100.9209,4.8599,-1.62,2.5666,5.5898,3.5906,6.1557,80.44
2013-09-22,100.9209,4.8399,-1.62,2.5666,5.592,3.573,6.1557,80.44
2013-09-23,100.9209,4.8399,-1.62,2.5666,5.612,3.5881,6.1475,80.46
2013-09-24,100.9209,4.8599,-1.62,2.5666,5.612,3.61,6.1485,80.59
2013-09-25,100.9209,4.8549,-1.62,2.5666,5.612,3.6,6.1497,80.34
2013-09-26,100.9209,4.8399,-1.62,2.5666,5.582,3.5501,6.1477,80.54
2013-09-27,100.9209,4.8499,-1.62,2.5666,5.572,3.5501,6.1495,80.27
2013-09-29,100.9209,4.8499,-1.62,2.5666,5.582,3.5601,6.1495,80.27
2013-09-30,100.9201,4.8499,-1.34,3.0519,5.578,3.5451,6.148,80.23
2013-10-01,100.9201,4.8499,-1.34,3.0519,5.578,3.5451,6.148,80.19
2013-10-02,100.9201,4.8499,-1.34,3.0519,5.578,3.5451,6.148,79.9
2013-10-03,100.9201,4.8499,-1.34,3.0519,5.578,3.5451,6.148,79.75
2013-10-04,100.9201,4.8499,-1.34,3.0519,5.578,3.5451,6.148,80.13
2013-10-07,100.9201,4.8499,-1.34,3.0519,5.578,3.5451,6.148,79.93
2013-10-08,100.9201,4.8549,-1.34,3.0519,5.5619,3.5451,6.1415,80.01
2013-10-09,100.9201,4.8949,-1.34,3.0519,5.5919,3.5539,6.143,80.37
2013-10-10,100.9201,4.9099,-1.34,3.0519,5.5869,3.5627,6.1452,80.48
2013-10-11,100.9201,4.9099,-1.34,3.0519,5.5569,3.5427,6.1458,80.42
2013-10-12,100.9201,4.9199,-1.34,3.0519,5.5579,3.5427,6.1458,80.42
2013-10-14,100.9201,4.9499,-1.34,3.0519,5.5589,3.5427,6.1406,80.34
2013-10-15,100.9201,4.9999,-1.34,3.0519,5.5589,3.5169,6.1412,80.44
2013-10-16,100.9201,4.9999,-1.34,3.0519,5.5689,3.5169,6.1408,80.46
2013-10-17,100.9201,4.9956,-1.34,3.0519,5.5689,3.5469,6.1431,79.66
2013-10-18,100.9201,5.0,-1.34,3.0519,5.5545,3.5469,6.1372,79.61
2013-10-21,100.9201,5.0,-1.34,3.0519,5.5626,3.5522,6.1352,79.7
2013-10-22,100.9201,5.04,-1.34,3.0519,5.5926,3.5522,6.1395,79.26
2013-10-23,100.9201,5.0586,-1.34,3.0519,5.6128,3.5645,6.133,79.28
2013-10-24,100.9201,5.1585,-1.34,3.0519,5.7728,3.6445,6.1335,79.19
2013-10-25,100.9201,5.1785,-1.34,3.0519,5.7775,3.7445,6.1333,79.21
2013-10-28,100.9201,5.2068,-1.34,3.0519,5.7789,3.7649,6.1336,79.33
2013-10-29,100.9201,5.2368,-1.34,3.0519,5.8289,3.7852,6.1373,79.62
2013-10-30,100.9201,5.2668,-1.34,3.0519,5.8701,4.0152,6.1412,79.7
2013-10-31,100.9128,5.2668,-1.51,3.2058,5.8701,3.9752,6.1425,80.23
2013-11-01,100.9128,5.2668,-1.51,3.2058,5.8201,3.9422,6.1452,80.72
2013-11-04,100.9128,5.2668,-1.51,3.2058,5.8201,3.9222,6.1482,80.57
2013-11-05,100.9128,5.3168,-1.51,3.2058,5.8201,3.9522,6.1447,80.7
2013-11-06,100.9128,5.3668,-1.51,3.2058,5.8501,3.9752,6.1475,80.51
2013-11-07,100.9128,5.4168,-1.51,3.2058,5.8301,4.0118,6.145,80.83
2013-11-08,100.9128,5.4687,-1.51,3.2058,5.8801,4.0214,6.1355,81.22
2013-11-11,100.9128,5.5587,-1.51,3.2058,6.0301,4.1587,6.139,81.09
2013-11-12,100.9128,5.5187,-1.51,3.2058,6.0311,4.1209,6.136,81.15
2013-11-13,100.9128,5.5187,-1.51,3.2058,6.1111,4.1142,6.1342,80.78
2013-11-14,100.9128,5.5537,-1.51,3.2058,6.1611,4.0956,6.1315,80.99
2013-11-15,100.9128,5.597,-1.51,3.2058,6.3611,4.1454,6.1351,80.81
2013-11-18,100.9128,5.637,-1.51,3.2058,6.4011,4.156,6.1332,80.73
2013-11-19,100.9128,5.667,-1.51,3.2058,6.4911,4.1362,6.1317,80.66
2013-11-20,100.9128,5.697,-1.51,3.2058,6.5911,4.1808,6.1305,81.0
2013-11-21,100.9128,5.662,-1.51,3.2058,6.6211,4.156,6.1366,80.98
2013-11-22,100.9128,5.652,-1.51,3.2058,6.5911,4.1265,6.138,80.66
2013-11-25,100.9128,5.642,-1.51,3.2058,6.6111,4.1215,6.1342,80.91
2013-11-26,100.9128,5.622,-1.51,3.2058,6.6311,4.1067,6.1357,80.62
2013-11-27,100.9128,5.622,-1.51,3.2058,6.6671,4.1017,6.133,80.7
2013-11-28,100.9128,5.5838,-1.51,3.2058,6.6671,4.0472,6.1343,80.55
2013-11-29,100.9128,5.5338,-1.51,3.2058,6.6608,3.9787,6.1325,80.62
2013-11-30,100.901,5.5338,-1.42,3.018,6.6608,3.9787,6.1325,80.62
2013-12-02,100.901,5.5438,-1.42,3.018,6.6608,4.0385,6.1329,80.9
2013-12-03,100.901,5.5338,-1.42,3.018,6.6608,4.0484,6.1352,80.64
2013-12-04,100.901,5.521,-1.42,3.018,6.6608,4.0029,6.13,80.61
2013-12-05,100.901,5.5311,-1.42,3.018,6.6508,4.0341,6.131,80.29
2013-12-06,100.901,5.5308,-1.42,3.018,6.6508,4.0364,6.1232,80.26
2013-12-09,100.901,5.5558,-1.42,3.018,6.6744,4.0364,6.113,80.13
2013-12-10,100.901,5.6858,-1.42,3.018,6.6785,4.0284,6.1114,79.98
2013-12-11,100.901,5.682,-1.42,3.018,6.721,4.0489,6.11,79.88
2013-12-12,100.901,5.652,-1.42,3.018,6.731,4.0336,6.1115,80.18
2013-12-13,100.901,5.622,-1.42,3.018,6.701,4.034,6.1148,80.19
2013-12-16,100.901,5.642,-1.42,3.018,6.711,4.039,6.1124,80.09
2013-12-17,100.901,5.662,-1.42,3.018,6.7234,4.029,6.1108,80.05
2013-12-18,100.901,5.712,-1.42,3.018,6.7534,4.0689,6.1105,80.51
2013-12-19,100.901,5.742,-1.42,3.018,6.8234,4.0953,6.1183,80.6
2013-12-20,100.901,5.762,-1.42,3.018,6.8666,4.1053,6.1196,80.55
2013-12-23,100.901,5.787,-1.42,3.018,6.8866,4.1253,6.1161,80.43
2013-12-24,100.901,5.757,-1.42,3.018,6.8866,4.1546,6.1145,80.52
2013-12-25,100.901,5.747,-1.42,3.018,6.8966,4.1546,6.116,80.53
2013-12-26,100.901,5.767,-1.42,3.018,6.8915,4.1546,6.1156,80.5
2013-12-27,100.901,5.777,-1.42,3.018,6.8797,4.1496,6.105,80.33
2013-12-30,100.901,5.797,-1.42,3.018,6.8872,4.1522,6.1024,80.04
2013-12-31,100.8766,5.82,-1.36,2.4987,6.8872,4.2189,6.0969,80.2
2014-01-02,100.8766,5.83,-1.36,2.4987,6.8672,4.2251,6.099,80.57
2014-01-03,100.8766,5.87,-1.36,2.4987,6.8672,4.231,6.1039,80.87
2014-01-06,100.8766,5.9,-1.36,2.4987,6.8727,4.2132,6.1059,80.68
2014-01-07,100.8766,5.91,-1.36,2.4987,6.8527,4.2503,6.1042,80.85
2014-01-08,100.8766,5.8811,-1.36,2.4987,6.8227,4.181,6.1079,81.07
2014-01-09,100.8766,5.8711,-1.36,2.4987,6.8227,4.1839,6.1109,80.94
2014-01-10,100.8766,5.8711,-1.36,2.4987,6.8127,4.1339,6.1008,80.63
2014-01-13,100.8766,5.9011,-1.36,2.4987,6.7659,4.0615,6.095,80.53
2014-01-14,100.8766,5.9211,-1.36,2.4987,6.7659,4.0384,6.093,80.64
2014-01-15,100.8766,5.9011,-1.36,2.4987,6.7159,3.9984,6.1005,80.99
2014-01-16,100.8766,5.8911,-1.36,2.4987,6.6415,3.9584,6.1065,80.91
2014-01-17,100.8766,5.8907,-1.36,2.4987,6.6415,3.9163,6.1041,81.19
2014-01-20,100.8766,5.9113,-1.36,2.4987,6.6915,3.891,6.1083,81.11
2014-01-21,100.8766,5.8513,-1.36,2.4987,6.6251,3.7799,6.1066,81.08
2014-01-22,100.8766,5.8155,-1.36,2.4987,6.5746,3.73,6.1087,81.2
2014-01-23,100.8766,5.8005,-1.36,2.4987,6.5507,3.6974,6.1107,80.44
2014-01-24,100.8766,5.8008,-1.36,2.4987,6.5246,3.678,6.1035,80.47
2014-01-26,100.8766,5.8008,-1.36,2.4987,6.5277,3.639,6.1035,80.47
2014-01-27,100.8766,5.7863,-1.36,2.4987,6.4917,3.6054,6.1022,80.48
2014-01-28,100.8766,5.7763,-1.36,2.4987,6.4442,3.6054,6.1053,80.57
2014-01-29,100.8766,5.7663,-1.36,2.4987,6.4268,3.6044,6.1073,80.53
2014-01-30,100.8766,5.758,-1.36,2.4987,6.4318,3.6094,6.105,81.05
2014-01-31,100.8344,5.758,-1.64,2.4861,6.4318,3.6094,6.105,81.25
2014-02-03,100.8344,5.758,-1.64,2.4861,6.4318,3.6094,6.105,81.04
2014-02-04,100.8344,5.758,-1.64,2.4861,6.4318,3.6094,6.105,81.12
2014-02-05,100.8344,5.758,-1.64,2.4861,6.4318,3.6094,6.105,81.06
2014-02-06,100.8344,5.758,-1.64,2.4861,6.4318,3.6094,6.105,80.9
2014-02-07,100.8344,5.758,-1.64,2.4861,6.4318,3.5653,6.1089,80.67
2014-02-08,100.8344,5.758,-1.64,2.4861,6.4085,3.5839,6.1089,80.67
2014-02-10,100.8344,5.7555,-1.64,2.4861,6.4065,3.5039,6.1083,80.65
2014-02-11,100.8344,5.7325,-1.64,2.4861,6.3955,3.5517,6.1069,80.63
2014-02-12,100.8344,5.7425,-1.64,2.4861,6.342,3.5448,6.1078,80.69
2014-02-13,100.8344,5.7375,-1.64,2.4861,6.292,3.4683,6.11,80.3
2014-02-14,100.8344,5.7275,-1.64,2.4861,6.214,3.4654,6.107,80.15
2014-02-17,100.8344,5.7075,-1.64,2.4861,6.174,3.4339,6.1053,80.13
2014-02-18,100.8344,5.6927,-1.64,2.4861,6.1569,3.4061,6.1073,80.01
2014-02-19,100.8344,5.7008,-1.64,2.4861,6.1269,3.3925,6.1103,80.19
2014-02-20,100.8344,5.6914,-1.64,2.4861,6.0819,3.3585,6.1146,80.28
2014-02-21,100.8344,5.6714,-1.64,2.4861,5.9919,3.3523,6.1176,80.27
2014-02-24,100.8344,5.6257,-1.64,2.4861,5.9419,3.3503,6.1189,80.22
2014-02-25,100.8344,5.5319,-1.64,2.4861,5.8919,3.294,6.1184,80.14
